Period,Start Date,End Date,ZIP Code,Service District,Quality of Life,Overall Feeling of Safety,Neighborhood Safety,City Appearance,Neighborhood Appearance,Nashville as Residence,Nashville as Place to Raise Children,Nashville as Workplace,Nashville as Place to Start/Grow Business,Nashville as Retirement Place,Metro Services - Overall,Value Received from Taxes,Elected Official Leadership,Elected Official Responsiveness,Elected Official Accessibility,Metro Transparency and Ethics,Metro Budgeting and Stewardship,Customer Service,Metro Communication,Decision Input Opportunity,Crime Prevention,Police - Overall,Fire and EMS - Overall,Streets and Sidewalks - Overall,Trash and Recycling - Overall,Public Education,Public Health - Overall,Public Library,Social Services - Overall,Economic Development - Overall,Parks and Recreation - Overall,Code Enforcement - Overall,Public Transit - Overall,Water Services - Overall,Metro-provided Arts and Culture - Overall,Affordable Housing - Overall,Historic Preservation - Overall,1st Priority Service,2nd Priority Service,3rd Priority Service,4th Priority Service,5th Priority Service,City Street Maintenance,Street Signs and Traffic Signals,Pedestrian Infrastructure,Curb Space Management,Bicycle Infrastructure,Trash Service,Curbside Recycling,Drop-off Recycling,Street Lighting,Public Works Personnel Professionalism,Police Visibility,Traffic Enforcement,Police Professionalism,Police Response Time,School Crossing Guards,School Resource Officers,Youth Violence Programs,Special Event Security,Fire Services,Fire Response Time,Emergency Medical Services (EMS),EMS Response Time,Fire Professionalism,EMS Professionalism,MTA Bus Service,Music City Circuit,AccessRide,Music City Star,Park and Ride,Bus Shelters,MTA Personnel Professionalism,Trash and Debris Enforcement,Lawn and Brush Enforcement,Exterior Maintenance Enforcement,Short-Term Rental Enforcement,STRP Complaint Hotline,Codes Personnel Professionalism,Codes Responsiveness,911 Services,Non-Emergency Number,hubNashville (311),Program Information Availability,Nashville.gov,Metro Video Programming,Metro Social Media,Parks Maintenance,Outdoor Athletic Fields,Walking and Biking Trails,Swimming Pools,Community Centers,Youth Recreation Programs,Senior Recreation Programs,Parks Personnel Professionalism,Park Safety,Burial Assistance Program,Family Support Services,Homeless Services,Nutrition Programs,Head Start / Early Head Start,Low Income Home Energy Assistance Program (LIHEAP),Violent Crime Victim Services,Tap Water,Water Service Reliability,Water Emergency Response,Flood Prevention,Stormwater Fund Use,Water Services Value,Water Services Communication,Water Services Information Availability,Water Services Social Media,Water Services Employee Interaction,Crime Victim,MNPD Officer Contact,311 (hubNashville) Usage,Nashville.gov Usage,Park / Community Center Usage,MTA Bus Service Usage,Bicycle Usage,Arts / Cultural Event Attendance,Public Library Usage,Metro Elected Official Contact,Public Meeting Attendance,Neighborhood Meeting Attendance,Monthly Housing Cost Over 30%,Rideshare / Bikeshare Usage,"Commute by Walking, Biking, or Bus",Affordable Housing Preference,Opioid Addiction,Neighborhood Tree Canopy,Internet Use for Information,Mobile Phone Internet Access,Home Internet Access,Natural Disaster Preparedness,$500 Emergency Expense,Healthcare Access,Healthy Food Access,Childcare Access,Pre-K Access,Public Transit Access,Park and Green Space Access,Affordable Housing Access,Diversity Support Efforts,Diversity Acceptance,Disability Access,Job Access,Neighborhood Arts and Culture,Small Business and Freelance Work Space,Farmers' Market,General Hospital,Emergency and Natural Disaster Response,No Children in Davidson County,Children Ages 0-5,Children Ages 6-13,Children Ages 14-17,Public School Attendance,Charter School Attendance,Private School Attendance,Other School Attendance,Other School Definition,School Quality,Own or Rent,Years Lived in Davidson County,Business Owner / Operator,Race / Ethnicity - White,Race / Ethnicity - Black,Race / Ethnicity - Hispanic,Race / Ethnicity - Asian or Pacific Islander,Race / Ethnicity - Native American or Alaskan Native,Race / Ethnicity - Other,Race / Ethnicity - Other Definition,Total Annual Household Income,Age,Gender Identity,Education Attained
2018Q1,02/01/2018,03/06/2018,37208,Urban Services District,Satisfied,Neutral,Neutral,,Neutral,Good,Good,Good,,Good,Satisfied,Neutral,Satisfied,,,Don't Know,,Satisfied,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Neutral,Satisfied,Satisfied,,Neutral,Dissatisfied,,Satisfied,,Satisfied,,Don't Know,,,,,,,,Neutral,Don't Know,,,Dissatisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,,Very Satisfied,Neutral,Satisfied,Satisfied,,,,,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,,Don't Know,,Don't Know,Don't Know,Don't Know,,Satisfied,Satisfied,Satisfied,Dissatisfied,,,,Neutral,Don't Know,Satisfied,Dissatisfied,Don't Know,Neutral,Satisfied,Satisfied,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,No,No,No,No,,No,Yes,No,,,,Yes,,,,,,,No,No,No,,,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,,,Satisfied,Satisfied,Neutral,,,,Dissatisfied,Neutral,,Yes,,,,,,,,,,Own,59,,,Yes,,,,,,"Under $30,000",55-64,Female,
2018Q1,02/01/2018,03/06/2018,37218,Urban Services District,Neutral,Neutral,Neutral,,Neutral,Good,Good,Good,,Good,Satisfied,Neutral,Neutral,,,Neutral,,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,,Satisfied,Neutral,,Satisfied,,Neutral,,Satisfied,,,,,,,,Neutral,Neutral,,,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Satisfied,Neutral,Neutral,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Don't Know,,Don't Know,Neutral,Neutral,,Neutral,Neutral,Neutral,Don't Know,,,,Neutral,Neutral,Don't Know,Dissatisfied,Neutral,Neutral,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,,Yes,No,No,,,,No,,,,,,,Yes,Yes,No,,,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Satisfied,,,Neutral,Neutral,Neutral,,,,Neutral,Satisfied,,Yes,,,,,,,,,,Rent,51,,,Yes,,,,,,"Under $30,000",45-54,Female,
2018Q1,02/01/2018,03/06/2018,37218,Urban Services District,Very Satisfied,Very Dissatisfied,Very Dissatisfied,,Very Dissatisfied,Don't Know,Don't Know,Don't Know,,Don't Know,Very Dissatisfied,Very Dissatisfied,Don't Know,,,Don't Know,,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Satisfied,Satisfied,,Satisfied,Satisfied,,Satisfied,,Satisfied,,Satisfied,,,,,,,,Very Dissatisfied,Satisfied,,,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,,Very Dissatisfied,Satisfied,Don't Know,Very Dissatisfied,,,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,Satisfied,,Satisfied,Satisfied,Satisfied,,Satisfied,Satisfied,Satisfied,Satisfied,,,,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,No,No,No,No,,No,No,No,,,,No,,,,,,,No,No,No,,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,,,,Satisfied,Satisfied,,Yes,,,,,,,,,,Rent,17,,,Yes,,,,,,"Under $30,000",55-64,Female,
2018Q1,02/01/2018,03/06/2018,37207,Urban Services District,Very Dissatisfied,Very Dissatisfied,Satisfied,,Satisfied,Poor,Poor,Poor,,Poor,Neutral,Very Dissatisfied,Neutral,,,Neutral,,Don't Know,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,,Neutral,Dissatisfied,,Dissatisfied,,Neutral,,Neutral,,,,,,,,Dissatisfied,Neutral,,,Dissatisfied,Don't Know,Don't Know,Don't Know,Satisfied,,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Don't Know,,Don't Know,Don't Know,Don't Know,,Neutral,Neutral,Neutral,Don't Know,,,,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,Neutral,Don't Know,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,,No,No,No,,,,No,,,,,,,Yes,Yes,Yes,,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,,,Neutral,Neutral,Neutral,,,,Very Satisfied,Satisfied,,,Yes,Yes,,,Yes,,,,Average,Rent,9,,Yes,Yes,,,,,,"$30,000 to $59,999",25-34,Female,
2018Q1,02/01/2018,03/06/2018,37207,General Services District,Satisfied,Satisfied,Satisfied,,Satisfied,Good,Good,Good,,Good,Satisfied,Satisfied,Neutral,,,Satisfied,,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,,Satisfied,Satisfied,,Satisfied,,Satisfied,,Satisfied,,,,,,,,Dissatisfied,Satisfied,,,Neutral,Don't Know,Don't Know,Don't Know,Dissatisfied,,Neutral,Neutral,Satisfied,Satisfied,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Don't Know,,Don't Know,Don't Know,Don't Know,,Don't Know,Don't Know,Don't Know,Don't Know,,,,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,,No,No,No,,,,No,,,,,,,Yes,No,Yes,,,Neutral,Neutral,Neutral,Neutral,Neutral,,,Satisfied,Neutral,Neutral,,,,Satisfied,Satisfied,,Yes,,,,,,,,,,Own,20,,,Yes,,,,,,"$60,000 to $99,999",55-64,Male,
2018Q1,02/01/2018,03/06/2018,37207,Urban Services District,Satisfied,Neutral,Satisfied,,Satisfied,Good,Good,Good,,Neutral,Neutral,Neutral,Neutral,,,Neutral,,Neutral,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,,Neutral,Very Dissatisfied,,Satisfied,,Dissatisfied,,Satisfied,,,,,,,,Very Dissatisfied,Neutral,,,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,,Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,,Neutral,Neutral,Neutral,,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,,,,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Neutral,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,,No,No,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,Neutral,Neutral,Neutral,Neutral,Neutral,,,Dissatisfied,Dissatisfied,Dissatisfied,,,,Satisfied,Neutral,,Yes,,,,,,,,,,Own,56,,Yes,,Yes,,,,,"$30,000 to $59,999",55-64,Female,
2018Q1,02/01/2018,03/06/2018,37204,Urban Services District,Very Satisfied,Satisfied,Very Satisfied,,Very Satisfied,Excellent,Good,Excellent,,Excellent,Satisfied,Satisfied,Satisfied,,,Don't Know,,Don't Know,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Neutral,Dissatisfied,Don't Know,,Very Satisfied,Don't Know,,Satisfied,,Don't Know,,Neutral,,,,,,,,Neutral,Satisfied,,,Don't Know,Very Satisfied,Very Dissatisfied,Very Satisfied,Satisfied,,Satisfied,Neutral,Don't Know,Don't Know,,,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,Don't Know,,Don't Know,Don't Know,Don't Know,,Don't Know,Don't Know,Don't Know,Don't Know,,,,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Don't Know,Very Satisfied,Don't Know,Very Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,,No,No,Yes,,,,No,,,,,,,Yes,Yes,Yes,,,Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,,,Don't Know,Satisfied,Don't Know,,,,Don't Know,Don't Know,,Yes,,,,,,,,,,Rent,10,,Yes,,,,,,,,25-34,Female,
2018Q1,02/01/2018,03/06/2018,37217,Urban Services District,Satisfied,Neutral,Neutral,,Neutral,Excellent,Excellent,Excellent,,Excellent,Satisfied,Satisfied,Satisfied,,,Satisfied,,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,,Satisfied,Neutral,,Very Satisfied,,Neutral,,Don't Know,,,,,,,,Dissatisfied,Don't Know,,,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,,Neutral,Neutral,Very Satisfied,Don't Know,,,,,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,Don't Know,,Don't Know,Don't Know,Don't Know,,Dissatisfied,Dissatisfied,Neutral,Neutral,,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,,No,No,No,,,,No,,,,,,,Yes,No,Yes,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,Don't Know,Don't Know,Don't Know,,,,Very Satisfied,Don't Know,,Yes,,,,,,,,,,Own,73,,Yes,,,,,,,"$30,000 to $59,999",65+,Female,
2018Q1,02/01/2018,03/06/2018,37205,Urban Services District,Satisfied,Satisfied,Satisfied,,Satisfied,Good,Good,Good,,Good,Satisfied,Dissatisfied,Dissatisfied,,,Dissatisfied,,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,,Satisfied,Dissatisfied,,Very Satisfied,,Dissatisfied,,Satisfied,,,,,,,,Dissatisfied,Very Dissatisfied,,,Very Dissatisfied,Satisfied,Satisfied,Don't Know,Dissatisfied,,Satisfied,Satisfied,Satisfied,Satisfied,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Don't Know,,Don't Know,Neutral,Neutral,,Dissatisfied,Dissatisfied,Dissatisfied,Very Satisfied,,,,Very Satisfied,Satisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Dissatisfied,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,,Yes,Yes,Yes,,,,No,,,,,,,Yes,Yes,Yes,,,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,,,Satisfied,Satisfied,Dissatisfied,,,,Satisfied,Neutral,,Yes,,,,,,,,,,Own,25,,Yes,,,,,,,"Under $30,000",25-34,Male,
2018Q1,02/01/2018,03/06/2018,37215,Urban Services District,Satisfied,Satisfied,Satisfied,,Satisfied,Good,Good,Good,,Neutral,Satisfied,Satisfied,Satisfied,,,Satisfied,,Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Dissatisfied,,Satisfied,Neutral,,Dissatisfied,,Dissatisfied,,Neutral,,,,,,,,Dissatisfied,Neutral,,,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Neutral,Neutral,Neutral,Neutral,,,,,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,,Neutral,Neutral,Dissatisfied,,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,,No,No,Yes,,,,No,,,,,,,Yes,Yes,Yes,,,Neutral,Neutral,Neutral,Neutral,Neutral,,,Neutral,Neutral,Neutral,,,,Neutral,Neutral,,Yes,,,,,,,,,,Own,39,,,,Yes,,,,,"$60,000 to $99,999",65+,Male,
2018Q1,02/01/2018,03/06/2018,37218,Urban Services District,Satisfied,Neutral,Dissatisfied,,Dissatisfied,Excellent,Excellent,Excellent,,Excellent,Neutral,Dissatisfied,Neutral,,,Satisfied,,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Neutral,Neutral,,Satisfied,Dissatisfied,,Neutral,,Satisfied,,Neutral,,,,,,,,Dissatisfied,Neutral,,,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,,Dissatisfied,Satisfied,Satisfied,Neutral,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Don't Know,,Don't Know,Don't Know,Don't Know,,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,,,,Satisfied,Satisfied,Don't Know,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,,,,,,,,,,,,,,,,,,,,No,No,No,No,,No,No,No,,,,No,,,,,,,Yes,Yes,Yes,,,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,,,Don't Know,Don't Know,Don't Know,,,,Neutral,Dissatisfied,,Yes,,,,,,,,,,Own,40,,,Yes,,,,,,"$60,000 to $99,999",65+,Female,
2018Q1,02/01/2018,03/06/2018,37205,Urban Services District,Very Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied,Excellent,Excellent,Excellent,,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,,,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,,Very Satisfied,Dissatisfied,,Very Satisfied,,Satisfied,,Very Satisfied,,,,,,,,Satisfied,Very Satisfied,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,,No,Yes,Yes,,,,No,,,,,,,Yes,Yes,Yes,,,Very Satisfied,Very Satisfied,Neutral,Neutral,Very Satisfied,,,Very Satisfied,Very Satisfied,Very Satisfied,,,,Very Satisfied,Neutral,,Yes,,,,,,,,,,Own,6,,Yes,,,,,,,,45-54,Female,
2018Q1,02/01/2018,03/06/2018,37076,General Services District,Satisfied,Satisfied,Satisfied,,Satisfied,Good,Good,Good,,Good,Neutral,Dissatisfied,Neutral,,,Neutral,,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Satisfied,,Very Satisfied,Satisfied,,Satisfied,,Dissatisfied,,Satisfied,,,,,,,,Dissatisfied,Dissatisfied,,,Very Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,,Satisfied,Neutral,Neutral,Neutral,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,,Dissatisfied,Dissatisfied,Dissatisfied,,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,,No,No,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,,,Satisfied,Satisfied,Neutral,,,,Neutral,Neutral,,Yes,,,,,,,,,,Own,27,,Yes,,,,,,,"$100,000 or more",65+,Female,
2018Q1,02/01/2018,03/06/2018,37080,General Services District,Satisfied,Neutral,Neutral,,Satisfied,Good,Good,Good,,Good,Dissatisfied,Dissatisfied,Dissatisfied,,,Dissatisfied,,Neutral,Neutral,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Neutral,,Satisfied,Neutral,,Satisfied,,Neutral,,Satisfied,,,,,,,,Neutral,Satisfied,,,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Satisfied,,Satisfied,Satisfied,Satisfied,Satisfied,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Dissatisfied,,Dissatisfied,Dissatisfied,Dissatisfied,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,,,,Neutral,Satisfied,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,,,,,,,,,,,,,,,,,,,,No,No,No,No,,Yes,No,Yes,,,,Yes,,,,,,,Yes,No,Yes,,,Dissatisfied,Neutral,Don't Know,Don't Know,Dissatisfied,,,Dissatisfied,Dissatisfied,Neutral,,,,Satisfied,Dissatisfied,,Yes,,,,,,,,,,Own,68,,Yes,,,,,,,"$30,000 to $59,999",65+,Female,
2018Q1,02/01/2018,03/06/2018,37076,General Services District,Very Satisfied,Satisfied,Very Satisfied,,Satisfied,Excellent,Good,Good,,Good,Satisfied,Satisfied,Satisfied,,,Satisfied,,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Don't Know,Neutral,,Very Satisfied,Neutral,,Satisfied,,Satisfied,,Satisfied,,,,,,,,Dissatisfied,Satisfied,,,Satisfied,Don't Know,Very Dissatisfied,Satisfied,Satisfied,,Satisfied,Satisfied,Satisfied,Very Satisfied,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Neutral,,Very Satisfied,Neutral,Don't Know,,Neutral,Neutral,Neutral,Don't Know,,,,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Don't Know,Satisfied,Dissatisfied,Satisfied,Satisfied,Don't Know,Satisfied,Don't Know,Neutral,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,,No,Yes,Yes,,,,No,,,,,,,Yes,Yes,Yes,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,Don't Know,Don't Know,Don't Know,,,,Very Satisfied,Don't Know,,Yes,,,,,,,,,,Own,34,,Yes,,,,,,,,65+,Male,
2018Q1,02/01/2018,03/06/2018,37207,Urban Services District,Satisfied,Satisfied,Satisfied,,Neutral,Excellent,Excellent,Excellent,,Excellent,Satisfied,Satisfied,Very Satisfied,,,Satisfied,,Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,,Satisfied,Satisfied,,Satisfied,,Neutral,,Very Satisfied,,,,,,,,Satisfied,Satisfied,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Satisfied,Very Satisfied,Very Satisfied,Satisfied,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied,,Don't Know,Don't Know,Satisfied,,Neutral,Neutral,Neutral,Neutral,,,,Very Satisfied,Very Satisfied,Don't Know,Satisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,,Yes,No,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,Dissatisfied,Satisfied,Don't Know,Don't Know,Very Satisfied,,,Very Satisfied,Satisfied,Very Satisfied,,,,Satisfied,Very Satisfied,,Yes,,,,,,,,,,Own,50,,,Yes,,,,,,"$30,000 to $59,999",45-54,Female,
2018Q1,02/01/2018,03/06/2018,37221,General Services District,Satisfied,Dissatisfied,Neutral,,Satisfied,Good,Neutral,Good,,Neutral,Satisfied,Neutral,Dissatisfied,,,Dissatisfied,,Neutral,Satisfied,Neutral,Dissatisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Very Dissatisfied,,Don't Know,Neutral,,Satisfied,,Neutral,,Don't Know,,,,,,,,Dissatisfied,Satisfied,,,Neutral,Satisfied,Neutral,Neutral,Neutral,,Neutral,Neutral,Dissatisfied,Dissatisfied,,,,,Neutral,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,,Don't Know,,Don't Know,Don't Know,Don't Know,,Don't Know,Don't Know,Neutral,Don't Know,,,,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Satisfied,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,No,No,No,No,,No,No,No,,,,No,,,,,,,Yes,No,No,,,Satisfied,Very Satisfied,Don't Know,Don't Know,Neutral,,,Satisfied,Neutral,Don't Know,,,,Neutral,Don't Know,,Yes,,,,,,,,,,Own,23,,,Yes,,,,,,,55-64,Male,
2018Q1,02/01/2018,03/06/2018,37027,Urban Services District,Very Satisfied,Satisfied,Very Satisfied,,Very Satisfied,Excellent,Excellent,Excellent,,Excellent,Satisfied,Satisfied,Neutral,,,Satisfied,,Neutral,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,,Very Satisfied,Don't Know,,Satisfied,,Very Dissatisfied,,Neutral,,,,,,,,Dissatisfied,Dissatisfied,,,Neutral,Satisfied,Satisfied,Satisfied,Neutral,,Satisfied,Neutral,Satisfied,Don't Know,,,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,Don't Know,,Don't Know,Very Dissatisfied,Very Dissatisfied,,Neutral,Neutral,Satisfied,Don't Know,,,,Don't Know,Don't Know,Neutral,Neutral,Don't Know,Neutral,Neutral,Don't Know,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,,No,No,No,,,,Yes,,,,,,,Yes,Yes,Yes,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,Don't Know,Don't Know,Very Dissatisfied,,,,Neutral,Don't Know,,Yes,,,,,,,,,,Own,32,,Yes,,,,,,,"Under $30,000",65+,Female,
2018Q1,02/01/2018,03/06/2018,37215,Urban Services District,Very Dissatisfied,Very Dissatisfied,Neutral,,Satisfied,Excellent,Good,Good,,Good,Neutral,Very Dissatisfied,Neutral,,,Dissatisfied,,Satisfied,Neutral,Don't Know,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Don't Know,,Don't Know,Don't Know,,Neutral,,Don't Know,,Don't Know,,,,,,,,Dissatisfied,Dissatisfied,,,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Dissatisfied,,Satisfied,Satisfied,Satisfied,Satisfied,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Don't Know,,Don't Know,Don't Know,Don't Know,,Don't Know,Don't Know,Don't Know,Don't Know,,,,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,,No,No,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,Don't Know,Don't Know,Don't Know,,,,Satisfied,Don't Know,,Yes,,,,,,,,,,Own,14,,Yes,,,,,,,"$100,000 or more",35-44,Male,
